1.00000, 0.86375, 0.90400, 0.84555, 0.96292, 0.90530, 0.93136, 0.90278, 0.90260, 0.94723, 0.91632, 0.92119, 0.93463, 0.91102, 0.79981, 0.88610, 0.81445, 0.91608, 0.87664, 0.97899, 0.92565, 0.82767, 0.90297, 0.87688, 0.83413, 0.85059, 0.88336, 0.83687, 0.91831, 0.81117, 0.79001, 0.81910, 0.91089, 0.86983, 0.89159, 0.84470, 0.82986, 0.90383, 0.90779, 0.89618, 0.89708, 0.87759, 0.87842, 0.85870, 0.80803, 0.82258, 0.91846, 0.85490, 0.93050, 0.86068, 0.88034, 0.85533, 0.86533, 0.88899, 0.92984, 0.80250, 0.84443, 0.87946, 0.87419, 0.92629, 0.84653, 0.91426, 0.90511, 0.86902, 0.92018, 0.77374, 0.88358, 0.92998, 0.88768, 0.87703, 0.90617, 0.85359, 0.82158, 0.90783, 0.87730, 0.85947, 0.88325, 0.94505, 0.84986, 0.83812, 0.85329, 0.88359, 0.83488, 0.87890, 0.88101, 0.85464, 0.89879, 0.80440, 0.82819, 0.86860, 0.81766, 0.95787, 0.90435, 0.85383, 0.86003, 0.88244, 0.93666, 0.92033, 0.85465, 0.81496, 0.91312, 0.86644, 0.87262, 0.96704, 0.89855, 0.89005, 0.87073, 0.90735, 0.87330, 0.83010, 0.84012, 0.82431, 0.87156, 0.79457, 0.91454, 0.84170, 0.89497, 0.89418, 0.89281, 0.89387, 0.89432, 0.89244, 0.89555, 0.89359, 0.89086, 0.89280, 0.89166, 0.89202, 0.89126, 0.88971, 0.89081, 0.89441, 0.89062, 0.89375, 0.89251, 0.89380, 0.89456, 0.89175, 0.89304, 0.89362, 0.89325, 0.89135, 0.89304, 0.88975, 0.89374, 0.89464, 0.89419
0.86375, 1.00000, 0.86788, 0.87706, 0.86294, 0.86546, 0.86301, 0.86763, 0.87297, 0.86469, 0.85597, 0.85959, 0.86573, 0.86003, 0.81842, 0.87504, 0.83958, 0.85801, 0.89000, 0.86356, 0.85960, 0.85558, 0.86956, 0.88272, 0.86571, 0.88406, 0.87501, 0.87167, 0.85838, 0.83580, 0.80180, 0.84855, 0.86473, 0.90850, 0.87699, 0.87636, 0.86042, 0.87236, 0.86366, 0.87191, 0.87514, 0.88669, 0.87592, 0.92375, 0.83248, 0.85450, 0.85817, 0.88569, 0.86082, 0.91453, 0.87895, 0.89815, 0.91327, 0.87209, 0.86490, 0.82231, 0.87672, 0.88232, 0.88724, 0.85940, 0.87418, 0.85958, 0.86458, 0.89937, 0.85947, 0.77566, 0.87020, 0.86138, 0.87178, 0.87892, 0.86578, 0.88247, 0.84872, 0.86594, 0.88244, 0.90732, 0.86959, 0.86476, 0.87656, 0.86751, 0.88279, 0.87762, 0.86698, 0.87823, 0.87636, 0.88747, 0.86501, 0.82718, 0.85821, 0.90612, 0.84364, 0.86228, 0.86768, 0.89338, 0.90450, 0.87608, 0.86155, 0.85974, 0.89304, 0.84361, 0.85905, 0.92425, 0.89651, 0.86420, 0.86674, 0.87098, 0.89881, 0.86426, 0.88211, 0.86479, 0.87317, 0.85613, 0.89445, 0.81313, 0.86209, 0.87241, 0.89224, 0.88874, 0.89327, 0.89015, 0.89319, 0.88918, 0.89556, 0.88959, 0.88790, 0.89025, 0.89027, 0.88977, 0.88902, 0.89294, 0.89374, 0.88983, 0.89168, 0.89464, 0.88667, 0.89152, 0.89328, 0.89439, 0.88905, 0.88617, 0.89184, 0.88953, 0.89092, 0.88523, 0.89003, 0.89148, 0.89219
0.90400, 0.86788, 1.00000, 0.85258, 0.90051, 0.91482, 0.89272, 0.93271, 0.91403, 0.90071, 0.88619, 0.88317, 0.89569, 0.89069, 0.80040, 0.89063, 0.82011, 0.88785, 0.87707, 0.90536, 0.88579, 0.83453, 0.93978, 0.87661, 0.83980, 0.85776, 0.88375, 0.84619, 0.89252, 0.81656, 0.79142, 0.82477, 0.90088, 0.87227, 0.89714, 0.85241, 0.83955, 0.93355, 0.89767, 0.90886, 0.90379, 0.87858, 0.88040, 0.86464, 0.81290, 0.82930, 0.88362, 0.86209, 0.89082, 0.86594, 0.88274, 0.86141, 0.87421, 0.89424, 0.89479, 0.80424, 0.84967, 0.88542, 0.87323, 0.88937, 0.85288, 0.88995, 0.89723, 0.87090, 0.88220, 0.77309, 0.88711, 0.89187, 0.89351, 0.88015, 0.90292, 0.85717, 0.82684, 0.89919, 0.87731, 0.86486, 0.88664, 0.90256, 0.85469, 0.84242, 0.85606, 0.88813, 0.84094, 0.88074, 0.88470, 0.86295, 0.92289, 0.80796, 0.83816, 0.87300, 0.82558, 0.89949, 0.91488, 0.86156, 0.86264, 0.88526, 0.89572, 0.88234, 0.86005, 0.82287, 0.88603, 0.87225, 0.87829, 0.90412, 0.91804, 0.89357, 0.87359, 0.89754, 0.87361, 0.84236, 0.84986, 0.83600, 0.87624, 0.79764, 0.89152, 0.84858, 0.89110, 0.89393, 0.89098, 0.89449, 0.89177, 0.89207, 0.89082, 0.88959, 0.88603, 0.89285, 0.89273, 0.89093, 0.88601, 0.89007, 0.89044, 0.89113, 0.88939, 0.89091, 0.89126, 0.89269, 0.89185, 0.88864, 0.88948, 0.89005, 0.88997, 0.89083, 0.89107, 0.88766, 0.89003, 0.89352, 0.89192
0.84555, 0.87706, 0.85258, 1.00000, 0.84409, 0.85073, 0.84579, 0.85408, 0.85825, 0.84608, 0.83774, 0.84211, 0.84654, 0.84428, 0.83151, 0.85742, 0.85829, 0.84504, 0.86597, 0.84525, 0.84277, 0.87886, 0.85477, 0.86524, 0.89383, 0.89423, 0.85779, 0.90392, 0.84237, 0.85701, 0.80719, 0.86659, 0.84415, 0.87542, 0.85985, 0.91969, 0.88944, 0.85629, 0.84551, 0.85710, 0.86025, 0.86801, 0.86047, 0.87296, 0.84887, 0.87609, 0.84285, 0.89903, 0.84491, 0.87919, 0.86236, 0.88387, 0.87331, 0.85535, 0.84519, 0.83610, 0.92952, 0.86332, 0.86803, 0.84282, 0.92562, 0.84397, 0.84429, 0.86904, 0.84280, 0.78460, 0.85503, 0.84394, 0.85668, 0.86055, 0.84487, 0.91402, 0.86964, 0.84644, 0.86522, 0.88340, 0.85484, 0.84723, 0.92263, 0.89947, 0.90458, 0.85702, 0.89451, 0.85972, 0.85443, 0.89384, 0.85290, 0.84360, 0.88172, 0.87406, 0.86336, 0.84291, 0.85089, 0.88794, 0.88514, 0.85911, 0.84449, 0.84307, 0.88265, 0.86253, 0.84471, 0.87569, 0.86968, 0.84505, 0.85352, 0.85519, 0.86920, 0.84270, 0.86494, 0.88996, 0.90717, 0.87552, 0.87183, 0.82432, 0.84399, 0.90638, 0.88306, 0.88144, 0.88409, 0.88370, 0.88444, 0.88514, 0.88492, 0.88427, 0.88146, 0.88081, 0.88226, 0.88177, 0.88217, 0.88277, 0.88228, 0.88083, 0.88281, 0.88289, 0.87968, 0.88463, 0.88294, 0.88477, 0.88274, 0.88103, 0.88266, 0.88194, 0.88019, 0.87811, 0.88257, 0.88159, 0.88103
0.96292, 0.86294, 0.90051, 0.84409, 1.00000, 0.90210, 0.93046, 0.89972, 0.90043, 0.95003, 0.91410, 0.91688, 0.93357, 0.91193, 0.79636, 0.88469, 0.81370, 0.91416, 0.87383, 0.96399, 0.92371, 0.82677, 0.90109, 0.87507, 0.83417, 0.85062, 0.88410, 0.83595, 0.91743, 0.81056, 0.78531, 0.81768, 0.91031, 0.87099, 0.89133, 0.84378, 0.82949, 0.90385, 0.90930, 0.89505, 0.89682, 0.87521, 0.87816, 0.85790, 0.80794, 0.82089, 0.91728, 0.85314, 0.92825, 0.86141, 0.88051, 0.85619, 0.86536, 0.88815, 0.92804, 0.79929, 0.84323, 0.87878, 0.87535, 0.92496, 0.84492, 0.91280, 0.90528, 0.86849, 0.91856, 0.77114, 0.88146, 0.92652, 0.88612, 0.87550, 0.90633, 0.85087, 0.82069, 0.90859, 0.87662, 0.86048, 0.88127, 0.94753, 0.84742, 0.83680, 0.85084, 0.88361, 0.83438, 0.87893, 0.88376, 0.85495, 0.89809, 0.80158, 0.82917, 0.86652, 0.81598, 0.96744, 0.90291, 0.85511, 0.85659, 0.88246, 0.93652, 0.91871, 0.85635, 0.81539, 0.91107, 0.86562, 0.87209, 0.96658, 0.89843, 0.88935, 0.86696, 0.90782, 0.87361, 0.83041, 0.83948, 0.82448, 0.86961, 0.79165, 0.91530, 0.83983, 0.89412, 0.89683, 0.89022, 0.89302, 0.89231, 0.89232, 0.89267, 0.89318, 0.89016, 0.88920, 0.88937, 0.89161, 0.88912, 0.88858, 0.89025, 0.89415, 0.88833, 0.88928, 0.89181, 0.89281, 0.89444, 0.88989, 0.89103, 0.89088, 0.89065, 0.88963, 0.88943, 0.89152, 0.89202, 0.89364, 0.89479
0.90530, 0.86546, 0.91482, 0.85073, 0.90210, 1.00000, 0.89661, 0.92297, 0.90608, 0.90464, 0.88817, 0.88700, 0.90033, 0.89718, 0.80145, 0.88960, 0.82108, 0.89272, 0.87858, 0.90608, 0.88777, 0.83109, 0.91615, 0.87600, 0.83809, 0.85549, 0.88371, 0.84626, 0.89626, 0.81870, 0.79220, 0.82334, 0.90246, 0.87194, 0.89220, 0.84988, 0.83556, 0.91141, 0.90348, 0.89966, 0.90013, 0.87656, 0.88349, 0.85973, 0.81529, 0.82788, 0.88790, 0.85829, 0.89325, 0.86142, 0.88484, 0.85775, 0.86954, 0.89219, 0.89781, 0.80660, 0.84823, 0.88396, 0.87585, 0.89006, 0.85075, 0.89237, 0.90463, 0.86944, 0.88344, 0.77521, 0.88922, 0.89372, 0.89290, 0.87954, 0.91230, 0.85505, 0.82501, 0.90850, 0.87882, 0.85939, 0.88889, 0.90312, 0.85531, 0.84193, 0.85655, 0.88609, 0.84032, 0.88440, 0.88509, 0.85984, 0.92917, 0.81112, 0.83565, 0.87070, 0.82243, 0.90064, 0.94347, 0.85874, 0.86106, 0.88451, 0.89890, 0.88344, 0.85680, 0.82092, 0.89016, 0.87066, 0.87387, 0.90483, 0.90334, 0.88936, 0.86960, 0.90862, 0.87469, 0.83917, 0.84488, 0.83041, 0.87337, 0.79765, 0.89802, 0.84797, 0.89512, 0.89303, 0.89355, 0.89258, 0.89260, 0.88987, 0.89238, 0.88941, 0.88700, 0.89181, 0.89140, 0.89335, 0.89144, 0.89105, 0.88825, 0.89110, 0.89007, 0.89174, 0.89065, 0.89150, 0.89182, 0.89294, 0.89234, 0.89146, 0.89009, 0.88849, 0.89277, 0.88791, 0.89029, 0.89262, 0.89160
0.93136, 0.86301, 0.89272, 0.84579, 0.93046, 0.89661, 1.00000, 0.89352, 0.89423, 0.93704, 0.92029, 0.94506, 0.96725, 0.90918, 0.79525, 0.87975, 0.81257, 0.91766, 0.87489, 0.93167, 0.95601, 0.82723, 0.89548, 0.87273, 0.83532, 0.85000, 0.87973, 0.83751, 0.91705, 0.80877, 0.78588, 0.81814, 0.90464, 0.86838, 0.88548, 0.84439, 0.82754, 0.89284, 0.90390, 0.89135, 0.88819, 0.87414, 0.87396, 0.85936, 0.80355, 0.82308, 0.93499, 0.85403, 0.96637, 0.86428, 0.87645, 0.85723, 0.86374, 0.88190, 0.97360, 0.79793, 0.84439, 0.87558, 0.87386, 0.96125, 0.84622, 0.91317, 0.90007, 0.86883, 0.95003, 0.77069, 0.87754, 0.97249, 0.87916, 0.87415, 0.89979, 0.85052, 0.81915, 0.90483, 0.87640, 0.86082, 0.87749, 0.93396, 0.84886, 0.83713, 0.84939, 0.87681, 0.83390, 0.87686, 0.87925, 0.85502, 0.89090, 0.79942, 0.82802, 0.86799, 0.81604, 0.93378, 0.89714, 0.85517, 0.85888, 0.87924, 0.95276, 0.95034, 0.85447, 0.81453, 0.91812, 0.86597, 0.87328, 0.93129, 0.89210, 0.88308, 0.86956, 0.90200, 0.87128, 0.83007, 0.84104, 0.82521, 0.87278, 0.79287, 0.91240, 0.84003, 0.89331, 0.89223, 0.89421, 0.89367, 0.89529, 0.89050, 0.89434, 0.89383, 0.89096, 0.89231, 0.89262, 0.89197, 0.89252, 0.88995, 0.88960, 0.89044, 0.89057, 0.89123, 0.88854, 0.89360, 0.89568, 0.89257, 0.89226, 0.89240, 0.89232, 0.88854, 0.89255, 0.88883, 0.89093, 0.89415, 0.89312
0.90278, 0.86763, 0.93271, 0.85408, 0.89972, 0.92297, 0.89352, 1.00000, 0.91091, 0.90256, 0.88539, 0.88223, 0.89796, 0.89149, 0.80184, 0.88812, 0.82296, 0.88676, 0.87725, 0.90399, 0.88629, 0.83462, 0.93965, 0.87920, 0.84126, 0.85610, 0.88366, 0.84863, 0.89187, 0.81767, 0.78937, 0.82537, 0.90229, 0.87230, 0.89751, 0.85240, 0.83843, 0.92368, 0.89732, 0.90604, 0.90506, 0.87693, 0.88473, 0.86508, 0.81294, 0.82858, 0.88440, 0.86196, 0.89104, 0.86666, 0.88394, 0.86184, 0.87284, 0.89418, 0.89530, 0.80400, 0.85308, 0.88405, 0.87552, 0.88973, 0.85149, 0.89089, 0.89557, 0.87459, 0.88268, 0.77733, 0.88503, 0.89151, 0.89156, 0.87978, 0.90933, 0.85704, 0.82851, 0.90044, 0.87863, 0.86348, 0.88470, 0.90456, 0.85647, 0.84416, 0.85744, 0.88935, 0.84186, 0.88335, 0.88504, 0.86199, 0.94352, 0.80773, 0.83690, 0.87388, 0.82632, 0.90002, 0.92735, 0.85977, 0.86475, 0.88589, 0.89814, 0.88268, 0.85811, 0.82334, 0.88094, 0.87045, 0.87819, 0.90378, 0.91196, 0.89683, 0.87363, 0.89835, 0.87675, 0.83746, 0.85026, 0.83084, 0.87798, 0.79700, 0.89160, 0.85103, 0.89248, 0.89677, 0.89438, 0.89356, 0.89271, 0.89272, 0.89263, 0.89386, 0.88883, 0.89322, 0.89367, 0.89462, 0.89270, 0.89376, 0.89224, 0.89251, 0.88931, 0.89113, 0.89018, 0.89465, 0.89120, 0.88885, 0.89419, 0.89085, 0.89308, 0.89308, 0.89331, 0.88931, 0.89112, 0.89331, 0.89272
0.90260, 0.87297, 0.91403, 0.85825, 0.90043, 0.90608, 0.89423, 0.91091, 1.00000, 0.90063, 0.88553, 0.88480, 0.89882, 0.89234, 0.80337, 0.89950, 0.82477, 0.89050, 0.88492, 0.90294, 0.88801, 0.84007, 0.91654, 0.88076, 0.84963, 0.85986, 0.88953, 0.85237, 0.89316, 0.81946, 0.79076, 0.83052, 0.89717, 0.87681, 0.90156, 0.85740, 0.84539, 0.92036, 0.89614, 0.93899, 0.92271, 0.88332, 0.88845, 0.86705, 0.81460, 0.83575, 0.88641, 0.86185, 0.89161, 0.86934, 0.89382, 0.86785, 0.87538, 0.89661, 0.89470, 0.80787, 0.85586, 0.88991, 0.88259, 0.88914, 0.85648, 0.89319, 0.89773, 0.87559, 0.88196, 0.77381, 0.89390, 0.89208, 0.89834, 0.88661, 0.89672, 0.86260, 0.83220, 0.89868, 0.88446, 0.86894, 0.89401, 0.90116, 0.86231, 0.85198, 0.86121, 0.89496, 0.84872, 0.88549, 0.88962, 0.86327, 0.90616, 0.80926, 0.84509, 0.87827, 0.83066, 0.89839, 0.90733, 0.86410, 0.87036, 0.89163, 0.89564, 0.88211, 0.86453, 0.82781, 0.88996, 0.87850, 0.88301, 0.90243, 0.93334, 0.89957, 0.87547, 0.89644, 0.88100, 0.84523, 0.85222, 0.83817, 0.88096, 0.79943, 0.89072, 0.85546, 0.89594, 0.89995, 0.89858, 0.89818, 0.89573, 0.89372, 0.89609, 0.89559, 0.89041, 0.89465, 0.89323, 0.89431, 0.89543, 0.89606, 0.89483, 0.89423, 0.89507, 0.89791, 0.89234, 0.89667, 0.89510, 0.89549, 0.89591, 0.89722, 0.89917, 0.89524, 0.89606, 0.89133, 0.89545, 0.89998, 0.89792
0.94723, 0.86469, 0.90071, 0.84608, 0.95003, 0.90464, 0.93704, 0.90256, 0.90063, 1.00000, 0.92011, 0.92470, 0.94155, 0.91034, 0.79918, 0.88519, 0.81631, 0.91659, 0.87815, 0.94907, 0.92812, 0.82954, 0.90363, 0.87769, 0.83670, 0.85221, 0.88488, 0.83970, 0.92002, 0.81329, 0.78836, 0.81883, 0.91066, 0.87021, 0.89298, 0.84563, 0.83186, 0.90185, 0.90831, 0.89641, 0.89687, 0.87783, 0.87951, 0.85881, 0.80962, 0.82338, 0.92362, 0.85377, 0.93389, 0.86288, 0.88086, 0.85641, 0.86627, 0.88965, 0.93429, 0.80186, 0.84769, 0.88198, 0.87740, 0.92771, 0.84500, 0.91716, 0.90871, 0.86968, 0.92279, 0.77138, 0.88338, 0.93216, 0.88848, 0.87543, 0.90609, 0.85163, 0.82012, 0.91011, 0.87825, 0.86111, 0.88276, 0.96154, 0.84942, 0.84001, 0.85313, 0.88468, 0.83676, 0.88242, 0.88096, 0.85669, 0.89975, 0.80507, 0.82979, 0.86785, 0.81846, 0.95185, 0.90472, 0.85726, 0.85889, 0.88339, 0.94191, 0.92264, 0.85643, 0.81788, 0.91601, 0.86738, 0.87739, 0.94884, 0.89630, 0.88941, 0.86998, 0.91097, 0.87623, 0.83197, 0.84214, 0.82617, 0.87377, 0.79472, 0.91401, 0.84318, 0.89621, 0.89411, 0.89303, 0.89555, 0.89353, 0.89340, 0.89636, 0.89528, 0.89153, 0.89274, 0.89363, 0.89312, 0.89265, 0.88879, 0.89234, 0.89406, 0.89041, 0.89267, 0.89332, 0.89549, 0.89742, 0.89300, 0.89298, 0.89428, 0.89610, 0.89390, 0.89123, 0.89100, 0.89426, 0.89472, 0.89383
